MQ135,MQ2,MQ4,MQ7,Temperature,Humidity,class
5.49,3.12,7.1,4.05,31.9,64.9,3
5.45,3.09,7.65,4.03,31.9,66,3
5.45,3.11,7.18,3.97,31.9,64,3
5.47,3.12,7.32,4.05,31.9,65.9,3
5.52,3.12,7.35,4.03,31.9,63.7,3
5.54,3.14,7.74,4.09,31.9,64.5,3
5.47,3.24,7.56,4.13,31.9,64,3
5.59,3.14,7.92,4.05,31.8,63.3,3
5.66,3.14,7.56,4.09,31.9,63.4,3
5.61,3.14,7.68,3.99,31.9,63.5,3
5.68,3.14,7.98,3.99,31.9,62.2,3
5.71,3.16,7.65,3.81,31.9,61.8,3
5.64,3.16,7.44,3.79,31.9,62.8,3
5.59,3.14,7.83,3.9,31.9,63.7,3
5.64,3.12,7.92,3.86,31.8,61.7,3
5.64,3.12,7.77,3.9,31.9,62.6,3
5.61,3.12,7.65,3.9,31.8,64.3,3
5.56,3.12,7.13,3.84,31.9,63.9,3
5.64,3.14,7.32,3.86,31.8,63.5,3
5.61,3.14,7.1,3.86,31.8,61.8,3
5.66,3.16,6.96,3.92,31.8,62.3,3
5.76,3.19,7.65,3.9,31.8,61.4,3
5.8,3.17,7.74,3.84,31.8,62.1,3
5.71,3.19,6.93,3.9,31.8,62.8,3
5.64,3.33,7.15,3.88,31.8,63.7,3
5.61,3.17,7.21,3.73,31.8,64.8,3
5.59,3.19,7.29,3.96,31.8,64.1,3
5.59,3.17,7.56,3.94,31.8,64.3,3
5.64,3.17,7.56,3.92,31.8,63.8,3
5.66,3.19,7.68,3.96,31.8,62.9,3
5.66,3.19,7.65,3.94,31.7,62.9,3
5.64,3.19,7.15,3.92,31.8,63.1,3
5.59,3.17,7.53,3.96,31.8,64.5,3
5.64,3.17,7.65,4.05,31.8,63,3
5.64,3.09,7.71,4.03,31.7,63.2,3
5.59,3.11,7.24,3.99,31.8,65.4,3
5.52,3.07,7.15,3.96,31.7,66.5,3
5.49,3.09,6.72,4.01,31.8,65.5,3
5.49,3.02,7.18,3.99,31.7,65.4,3
5.59,3.01,7.32,4.07,31.8,64.3,3
5.56,3.02,7.62,4.03,31.7,63.3,3
5.59,3.06,7.47,3.92,31.7,62.7,3
5.64,3.02,7.74,3.94,31.8,64.7,3
5.66,3.06,7.77,3.96,31.7,64.2,3
5.68,3.06,7.44,3.92,31.7,64.5,3
5.64,3.02,7.38,3.96,31.7,63.7,3
5.71,3.01,7.77,3.92,31.7,64.3,3
5.78,3.16,7.86,4.01,31.7,60.8,3
5.85,3.19,7.71,3.96,31.7,61.3,3
5.76,3.02,7.29,3.94,31.7,61.6,3
5.85,3.07,7.74,4.01,31.7,62.7,3
5.83,3.11,7.83,3.86,31.7,61,3
5.88,3.07,7.98,3.96,31.7,61,3
5.88,3.04,7.95,4.03,31.6,62.4,3
6,3.01,7.35,3.97,31.7,61.3,3
5.93,3.04,8.01,3.92,31.7,61.4,3
5.95,3.09,7.77,3.97,31.6,60.9,3
5.95,3.06,7.59,3.97,31.7,62.5,3
5.95,3.06,7.71,3.99,31.6,61.1,3
5.83,3.04,6.9,3.94,31.6,62,3
5.8,3.01,7.53,4.03,31.6,62.4,3
5.85,3.02,7.95,4.05,31.6,63.1,3
5.95,3.02,8.53,3.99,31.6,61,3
5.95,3.02,7.21,3.88,31.6,59.9,3
5.88,2.99,7.74,3.99,31.6,61.7,3
5.85,3.02,7.89,3.9,31.6,62.6,3
5.95,3.02,7.77,3.96,31.6,62.1,3
5.95,3.06,7.68,3.92,31.6,62,3
5.85,3.01,7.15,3.97,31.6,62.4,3
5.78,3.01,7.35,3.97,31.5,62.7,3
5.83,2.99,7.68,3.96,31.6,63.1,3
5.8,2.97,7.47,3.96,31.6,62.2,3
5.83,3.06,7.38,3.88,31.6,63.1,3
5.76,3.09,7.18,3.97,31.5,62.6,3
5.76,3.09,7.29,3.84,31.6,63.1,3
5.71,3.07,7.35,3.88,31.6,63.1,3
5.71,3.04,7.04,3.92,31.5,63.4,3
5.66,3.04,7.24,3.9,31.5,62.1,3
5.66,2.99,6.93,3.86,31.5,62.7,3
5.64,3.02,7.44,3.9,31.5,64.3,3
5.64,2.99,7.24,3.82,31.5,63.8,3
5.66,2.94,6.88,3.79,31.5,62,3
5.54,2.94,6.93,3.84,31.5,62.6,3
5.47,2.97,7.04,3.84,31.5,65.3,3
5.54,2.96,7.95,3.86,31.5,65.1,3
5.64,2.94,7.38,3.81,31.5,61.6,3
5.66,2.96,7.24,3.79,31.5,61.8,3
5.54,2.91,7.07,3.81,31.5,62.5,3
5.38,2.91,6.8,3.75,31.5,65.8,3
5.31,2.89,6.51,3.82,31.5,66.1,3
5.33,2.88,6.82,3.92,31.5,65.3,3
5.45,3.01,7.18,3.9,31.5,63.7,3
5.54,2.92,7.62,3.94,31.5,61,3
5.54,2.96,7.04,3.94,31.5,60,3
5.66,3.01,7.01,3.86,31.5,62.4,3
5.64,2.99,7.1,3.94,31.5,61.8,3
5.66,3.02,6.77,3.92,31.4,61,3
5.52,2.99,6.61,3.9,31.4,62.9,3
5.56,3.06,6.96,3.94,31.4,64.9,3
5.56,3.01,7.07,4.01,31.4,62.9,3
5.61,3.01,7.04,3.97,31.4,62.1,3
5.56,3.04,7.1,3.96,31.4,62.1,3
5.45,3.02,7.15,4.05,31.4,64.1,3
5.49,3.02,6.85,3.99,31.4,66.3,3
5.49,3.01,6.88,4.09,31.4,62.9,3
5.4,2.96,6.74,3.99,31.4,62.9,3
5.4,3.01,7.07,3.94,31.4,63.3,3
5.45,3.01,6.64,3.96,31.4,62.9,3
5.49,2.99,7.83,4.01,31.4,61.9,3
5.56,3.01,7.21,4.01,31.4,60.7,3
5.64,3.01,6.96,3.99,31.4,61.1,3
5.56,2.16,6.64,3.99,31.4,61.8,3
5.52,2.99,6.88,4.01,31.4,63.5,3
5.66,3.04,7.5,3.99,31.4,64,3
5.73,3.02,7.59,4.01,31.4,61.1,3
5.68,3.04,7.44,3.88,31.3,62.5,3
5.78,3.06,7.41,3.84,31.4,62.5,3
5.78,3.06,7.18,3.92,31.3,62.3,3
5.68,3.02,6.53,3.92,31.4,62,3
5.61,3.02,6.69,3.97,31.4,62.1,3
5.68,3.04,7.01,3.88,31.3,60.5,3
5.64,3.14,7.29,3.86,31.4,60.7,3
5.61,3.01,7.35,3.82,31.4,62.3,3
5.61,3.04,7.1,3.84,31.4,61.5,3
5.47,2.99,6.85,3.79,31.4,63,3
5.45,3.01,6.82,3.88,31.4,65,3
5.52,3.01,7.53,3.75,31.3,64.8,3
5.59,3.06,7.35,3.84,31.3,61.6,3
5.56,3.06,7.35,3.82,31.3,62.6,3
5.56,2.97,7.24,3.82,31.3,64.4,3
5.59,2.97,7.01,3.84,31.3,62.6,3
5.64,2.99,6.8,3.86,31.3,62.8,3
5.61,2.99,6.77,3.9,31.3,62.6,3
5.56,2.96,6.9,3.84,31.3,61.6,3
5.56,2.96,7.35,3.86,31.3,62.2,3
5.52,2.96,6.74,3.94,31.3,60.8,3
5.45,2.97,6.46,3.92,31.3,63.2,3
5.45,3.04,6.77,3.92,31.3,64.1,3
5.42,3.01,6.88,3.86,31.3,64.3,3
5.42,2.96,6.53,3.96,31.3,61.7,3
5.4,2.99,6.53,3.92,31.3,63.5,3
5.28,3.01,6.9,4.01,31.3,65.2,3
5.15,2.97,6.53,3.94,31.3,65.6,3
5.13,3.01,6.99,3.97,31.3,68.3,3
5.13,2.97,6.28,4.05,31.3,68.1,3
5.17,2.99,6.77,4.05,31.3,67.8,3
5.15,2.94,6.85,4.05,31.3,65.5,3
5.1,2.89,6.72,3.94,31.3,67.8,3
5.02,2.96,6.64,3.82,31.3,67.1,3
4.97,2.96,6.4,3.82,31.3,67.8,3
4.95,2.97,6.58,3.75,31.3,67.9,3
4.97,2.97,6.43,3.86,31.3,68.1,3
4.82,2.94,6.15,3.84,31.3,68.2,3
4.84,2.92,6.56,3.79,31.3,68.5,3
4.95,2.91,6.72,3.82,31.3,65.3,3
5.1,2.94,7.47,3.81,31.3,65.2,3
5.22,2.94,7.62,3.77,31.3,62.4,3
5.38,2.94,7.18,3.84,31.3,62.9,3
5.49,2.94,7.5,3.86,31.3,61.8,3
5.52,2.99,7.62,3.81,31.3,62.6,3
5.52,2.99,7.32,3.88,31.3,61.8,3
5.47,3.01,7.13,3.9,31.2,61.7,3
5.31,2.99,6.88,3.94,31.2,64.9,3
5.19,2.97,6.43,3.94,31.3,67.5,3
5.15,2.97,6.99,3.9,31.3,67.5,3
5.19,3.01,6.72,3.92,31.3,67.5,3
5.15,2.97,6.82,3.94,31.3,67.1,3
5.13,2.92,7.07,3.92,31.3,67.7,3
4.95,2.89,7.01,3.96,31.3,70.1,3
5.04,2.92,6.8,3.86,31.3,72.7,3
4.99,2.84,6.69,3.94,31.3,70.5,3
4.97,2.89,6.96,3.97,31.3,69.6,3
5.02,2.83,6.72,3.99,31.3,70.8,3
5.04,2.84,6.56,3.96,31.3,69.6,3
5.08,2.83,6.66,4.05,31.3,68.5,3
5.06,2.83,6.51,4.05,31.3,68.3,3
5.02,2.86,6.77,4.07,31.3,68.1,3
5.02,3.02,7.44,4.07,31.3,70.8,3
5.02,2.94,6.77,4.03,31.3,72,3
4.97,2.94,6.46,4.01,31.3,71.7,3
5.04,2.96,6.03,4.07,31.3,69.3,3
5.02,2.92,6.35,4.05,31.3,68.8,3
4.88,2.88,7.1,4.07,31.3,68.6,3
4.88,2.94,5.96,4.09,31.3,69.5,3
4.97,2.92,6.35,4.03,31.3,70.6,3
4.95,2.91,6.18,4.11,31.3,66.6,3
5.06,2.89,6.58,4.07,31.3,68.3,3
5.13,2.92,5.84,3.99,31.3,65.1,3
4.99,2.89,5.91,4.03,31.2,66.9,3
4.99,2.92,6.03,3.96,31.3,69.2,3
4.91,2.91,7.01,3.92,31.2,70,3
4.82,2.92,7.71,3.9,31.3,71.5,3
4.84,2.94,6.43,4.01,31.2,74.2,3
4.91,2.92,6.25,4.03,31.3,71.5,3
4.88,2.94,5.8,3.94,31.3,67,3
4.97,2.91,6.51,4.09,31.3,69,3
4.99,2.92,7.07,4.11,31.3,64.8,3
4.97,2.92,6.72,4.19,31.2,66.9,3
5.06,2.8,6.53,4.13,31.2,68.1,3
5.02,2.92,6.66,4.03,31.2,65.8,3
5.08,2.94,6.38,4.07,31.2,68.9,3
5.17,2.96,6.08,4.19,31.2,66.1,3
5.13,2.92,6.25,4.13,31.2,65.5,3
5.15,2.91,6.25,4.11,31.2,65.4,3
5.19,2.94,6.15,4.07,31.2,67,3
5.26,2.96,6.4,4.11,31.2,67.3,3
5.24,2.94,6.3,4.15,31.2,66.4,3
5.28,2.96,6.13,4.19,31.2,65,3
5.22,2.94,6.35,4.23,31.2,66.2,3
5.24,2.92,6.3,4.19,31.2,66.3,3
5.08,2.96,6.93,4.13,31.2,66.7,3
4.99,2.91,6.46,4.07,31.2,70.7,3
4.97,3.02,6.23,4.07,31.2,71.7,3
5.06,3.06,6.2,4.13,31.2,69.7,3
5.06,3.04,5.89,4.15,31.2,67.7,3
5.1,3.04,6.43,4.25,31.2,67.4,3
5.26,3.06,6.53,4.19,31.2,65.9,3
5.24,3.06,6.64,5.06,31.2,64.1,3
5.22,3.04,6.2,5.59,31.2,67.2,3
5.15,3.07,5.8,5.4,31.2,68.3,3
5.15,3.06,5.75,5.76,31.2,69.2,3
5.06,3.04,5.77,5.76,31.2,68.8,3
5.06,3.04,5.91,5.95,31.2,68.6,3
5.02,3.06,6.82,5.88,31.2,68.8,3
4.86,3.21,6.06,5.95,31.1,69,3
5.13,3.06,5.68,6.05,31.2,68.2,3
5.19,3.06,5.91,6.05,31.2,66.9,3
5.24,3.06,5.48,6.26,31.2,66.9,3
5.26,3.04,5.48,6.16,31.1,67.1,3
5.28,3.04,5.8,6.26,31.1,65,3
5.38,3.07,5.61,6.23,31.1,64,3
5.35,3.04,5.5,6.18,31.1,65.5,3
5.28,3.04,5.59,6.39,31.2,65.3,3
5.26,3.07,5,6.26,31.1,66.5,3
5.26,3.01,5.43,6.31,31.1,66.1,3
5.26,3.01,5.02,6.34,31.1,67.2,3
5.22,2.94,5.21,6.39,31.1,67,3
5.19,2.97,5.02,6.39,31.1,66.8,3
5.35,3.09,6.01,6.34,31.1,66.1,3
5.31,3.09,5.19,6.28,31.1,62.9,3
5.42,2.97,5.36,6.28,31.1,64.8,3
5.47,2.99,5.52,6.28,31.1,63.9,3
5.54,2.99,5.48,6.31,31.1,64.1,3
5.47,2.97,4.86,6.39,31.1,64.3,3
5.52,2.97,4.9,6.41,31.1,64.2,3
5.47,2.97,4.8,6.41,31.1,63.9,3
5.4,2.97,4.92,6.41,31.1,65.4,3
5.33,2.99,5.06,6.26,31.1,64.9,3
5.35,3.01,4.88,6.49,31.1,65.9,3
5.33,2.97,5.09,6.49,31.1,66.5,3
5.38,2.99,4.62,6.52,31.1,65,3
5.47,2.99,5.04,6.6,31.1,64.1,3
5.4,2.99,4.92,6.49,31.1,63.2,3
5.38,3.01,4.94,6.68,31.1,65.4,3
5.38,3.01,4.96,6.65,31.1,66.8,3
5.45,3.01,5.17,6.82,31.1,63.9,3
5.42,2.97,4.7,6.76,31.1,64,3
5.28,2.94,4.48,6.74,31.1,64.7,3
5.28,2.96,4.16,6.71,31.1,66.1,3
5.22,2.94,4.35,6.71,31,65.2,3
5.28,2.99,4.07,6.74,31.1,66.5,3
5.26,2.96,4.02,6.63,31.1,65.4,3
5.33,2.96,4.16,6.63,31.1,64.3,3
5.38,2.94,3.95,6.36,31.1,63.9,3
5.33,2.96,3.67,6.44,31.1,63.7,3
5.22,2.96,3.84,6.36,31,65,3
5.24,2.97,3.91,6.44,31.1,66,3
5.24,3.01,4.04,6.41,31.1,64.7,3
5.31,3.01,4.09,6.41,31,65.3,3
5.4,3.02,3.98,6.47,31.1,64.5,3
5.45,3.04,3.76,6.57,31.1,64.9,3
5.28,2.97,3.64,6.39,31.1,64.9,3
5.26,2.97,3.24,6.39,31,66.5,3
5.28,2.96,3.3,6.39,31,66.3,3
5.35,2.96,3.49,6.57,31,63.8,3
5.28,2.94,3.48,6.44,31,63.5,3
5.26,2.96,3.36,6.6,31,64.7,3
5.26,2.96,3.39,6.41,31,66.1,3
5.28,2.96,3.25,6.41,31.1,65.7,3
5.19,2.91,3.16,6.44,31.1,64.7,3
5.15,2.91,2.99,6.39,31,65.5,3
5.08,2.94,2.98,6.65,31.1,66.1,3
5.13,2.96,2.93,6.6,31.1,67.3,3
5.1,2.91,2.69,6.6,31.1,67,3
5.1,2.89,2.77,6.41,31.1,65.3,3
5.24,2.94,2.7,6.52,31.1,66,3
5.35,2.96,2.8,6.44,31.1,63.3,3
5.45,2.99,2.84,6.6,31.1,63.1,3
5.33,2.97,2.83,6.55,31.1,63.9,3
5.35,2.99,2.84,6.55,31.1,64.9,3
5.26,2.97,2.8,6.49,31.1,64.7,3
5.26,2.97,2.69,6.57,31.1,65.5,3
5.76,2.99,2.63,6.52,31.1,65.8,3
5.26,2.99,2.62,6.47,31.1,65.3,3
5.28,2.99,2.64,6.47,31.1,66,3
5.22,2.99,2.55,6.55,31.1,65.6,3
5.19,2.99,2.46,6.6,31.1,66.5,3
5.15,3.12,2.4,6.55,31.1,67.7,3
5.24,2.99,2.4,6.6,31.1,66.5,3
5.19,2.99,2.4,6.57,31.1,66.2,3
5.22,2.99,2.24,6.6,31.1,67,3
5.17,3.01,2.34,6.52,31.1,65.8,3
5.19,2.99,2.4,6.57,31.1,65.9,3
5.24,2.97,2.34,6.52,31.1,65,3
5.31,2.97,2.4,6.52,31.1,64.5,3
5.33,1.99,2.29,6.52,31.1,63.6,3
5.31,2.83,2.32,6.52,31.2,65,3
5.4,2.84,2.25,6.49,31.1,65,3
5.42,2.88,2.2,6.47,31.1,63.2,3
5.31,2.89,2.23,6.47,31.1,63.9,3
5.22,2.89,2.01,6.47,31.2,66,3
5.19,2.88,2.05,6.49,31.1,66.4,3
5.19,2.91,2.09,6.49,31.1,66,3
5.15,2.91,1.96,6.49,31.2,66.9,3
5.06,2.91,1.99,6.47,31.2,67.2,3
4.95,2.88,1.99,6.39,31.2,68.1,3
4.97,2.91,1.9,6.47,31.2,69.1,3
4.91,2.89,1.83,6.47,31.2,68.8,3
4.93,2.91,1.7,6.49,31.2,68.2,3
4.84,2.88,1.81,6.44,31.2,69.2,3
4.86,2.76,1.67,6.41,31.2,69.1,3
4.91,2.84,1.67,6.49,31.2,69.5,3
4.84,2.84,1.64,6.47,31.2,69.3,3
4.8,2.88,1.64,6.47,31.2,69.1,3
4.78,2.84,1.64,6.47,31.3,70.2,3
4.82,2.86,1.62,6.52,31.2,69.5,3
4.84,2.88,1.59,6.52,31.2,69.6,3
4.8,2.86,1.59,6.44,31.3,69.3,3
4.88,2.86,1.58,6.55,31.3,69.3,3
4.95,2.88,1.62,6.6,31.3,66,3
4.99,2.89,1.63,6.57,31.3,65.8,3
5.04,2.88,1.59,6.49,31.3,67.3,3
4.91,2.86,1.57,6.52,31.3,67,3
4.91,2.86,1.58,6.57,31.3,68.2,3
4.88,2.86,1.52,6.57,31.3,68.1,3
4.86,2.88,1.54,6.6,31.3,67.5,3
4.91,2.91,1.54,6.85,31.3,68.5,3
4.88,2.88,1.5,6.6,31.3,69.3,3
4.97,2.89,1.52,6.6,31.3,69,3
4.86,2.81,1.46,6.6,31.3,68.6,3
4.93,2.83,1.43,6.57,31.3,69,3
4.99,2.84,1.49,6.57,31.3,67.4,3
5.04,2.83,1.47,6.6,31.3,65.8,3
5.08,2.94,1.51,6.57,31.3,67.3,3
5.04,2.86,1.45,6.57,31.3,67.2,3
5.15,3.04,1.43,6.57,31.3,66.5,3
5.15,2.86,1.41,6.57,31.4,65.5,3
5.1,2.84,1.43,6.52,31.4,66.6,3
5.1,2.86,1.39,6.55,31.4,66.5,3
5.13,2.84,1.39,6.49,31.3,66.7,3
5.08,2.84,1.42,6.52,31.4,67,3
5.06,2.84,1.4,6.55,31.3,66.8,3
4.97,2.83,1.36,6.52,31.4,67.5,3
4.99,2.81,1.36,6.57,31.4,68.9,3
4.97,2.84,1.32,6.57,31.4,68.5,3
4.97,2.83,1.34,6.52,31.4,68,3
4.97,2.81,1.34,6.6,31.4,67.4,3
5.08,2.83,1.34,6.57,31.4,67.6,3
5.04,2.81,1.35,6.57,31.4,66.7,3
5.04,2.81,1.35,6.55,31.4,66.7,3
5.02,2.84,1.32,6.6,31.4,66.3,3
5.02,2.83,1.35,6.55,31.4,68.3,3
5.02,2.83,1.3,6.55,31.4,67.7,3
5.02,2.84,1.27,6.55,31.4,66.8,3
4.86,2.84,1.29,6.6,31.4,69.4,3
4.84,2.84,1.31,6.63,31.4,70.9,3
4.82,2.84,1.29,6.63,31.5,70.9,3
4.75,2.83,1.29,6.63,31.5,70.6,3
4.67,2.83,1.24,6.65,31.5,71.8,3
4.65,2.8,1.23,6.68,31.5,72.2,3
4.63,2.8,1.2,6.65,31.5,72.1,3
4.57,2.76,1.2,6.65,31.5,72,3
4.54,2.78,1.19,6.57,31.6,72,3
4.54,2.76,1.15,6.6,31.6,72.9,3
4.71,2.78,1.15,7.24,31.5,72.1,3
4.46,2.78,1.15,6.65,31.5,71.7,3
4.48,2.8,1.17,6.63,31.6,73.2,3
4.44,2.78,1.14,6.6,31.6,74.2,3
4.44,2.8,1.14,6.68,31.6,75,3
4.36,2.75,1.17,6.68,31.6,75.9,3
4.4,2.8,1.14,6.68,31.6,76.6,3
4.3,2.75,1.14,6.6,31.7,77.3,3
4.3,2.76,1.13,6.6,31.6,78.3,3
4.3,2.73,1.11,6.68,31.7,78.4,3
4.38,2.8,1.1,6.68,31.7,78.3,3
4.3,2.78,1.07,6.87,31.7,78,3
4.4,2.8,1.1,6.74,31.7,78.7,3
4.32,2.76,1.09,6.65,31.7,79.5,3
4.3,2.81,1.1,6.71,31.7,80,3
4.3,2.81,1.08,6.74,31.7,80.7,3
4.28,2.78,1.09,6.68,31.7,80.8,3
4.34,2.81,1.08,6.68,31.8,81,3
4.3,2.8,1.06,6.63,31.7,81,3
4.3,2.81,1.06,6.65,31.8,81.6,3
4.3,2.78,1.05,6.6,31.8,81.6,3
4.32,2.8,1.04,6.68,31.8,81.7,3
4.32,2.8,1.03,6.87,31.8,81.8,3
4.32,2.78,1.05,6.65,31.8,81.7,3
4.36,2.8,1.04,6.57,31.8,81.8,3
4.4,2.78,1.02,6.6,31.8,81.5,3
4.46,2.8,1.02,6.6,31.8,79.7,3
4.46,2.81,1.02,6.68,31.8,80,3
4.5,2.81,1.02,6.65,31.8,79.6,3
4.44,2.78,0.99,6.65,31.8,80,3
4.46,2.8,1.01,6.63,31.8,78.9,3
4.38,2.76,1.01,6.65,31.8,79.1,3
4.38,2.76,0.99,6.68,31.9,79.4,3
4.38,2.76,1.01,6.93,31.8,79.7,3
4.42,2.76,1,6.74,31.8,80,3
4.4,2.78,0.97,6.71,31.8,80.1,3
4.36,3.24,0.99,6.71,31.8,80.2,4
4.36,2.75,0.97,6.79,31.8,80.5,4
4.4,2.8,0.96,6.71,31.9,80.6,4
4.4,2.78,0.97,6.76,31.8,80.3,4
4.44,2.8,0.97,6.74,31.8,79.6,4
4.46,2.81,0.97,6.74,31.9,80,4
4.48,2.81,0.99,6.71,31.9,80.2,4
4.48,2.81,0.98,6.74,31.9,80.3,4
4.42,2.8,1,6.74,31.9,80.1,4
4.42,2.81,0.99,6.74,31.9,80.5,4
4.5,2.83,0.98,6.65,31.9,80.5,4
4.5,2.83,0.97,6.68,31.9,80.3,4
4.48,2.83,0.98,6.74,31.9,80.4,4
4.52,2.83,0.98,6.68,31.9,80.6,4
4.48,2.8,1.01,6.74,31.9,80.5,4
4.5,2.81,0.97,6.71,31.9,80.2,4
4.52,2.83,0.98,6.71,31.9,80.2,4
4.52,2.83,0.98,6.71,32,79.9,4
4.54,2.84,0.96,6.65,31.9,80.1,4
4.5,2.81,0.97,6.63,32,80.3,4
4.59,2.84,0.98,6.71,32,79.4,4
4.52,2.83,0.96,6.68,32,79.1,4
4.46,2.78,0.97,6.65,32,79.5,4
4.48,2.83,0.96,6.76,32,79.9,4
4.52,2.81,0.97,6.68,32,80.3,4
4.52,2.84,0.95,6.76,32,80.2,4
4.5,2.84,0.95,6.71,32,80.4,4
4.44,2.83,0.97,6.71,32,80.5,4
4.44,2.83,0.97,6.76,32,80.4,4
4.44,2.84,0.95,6.76,32,80.4,4
4.42,2.8,0.97,6.71,32,80.2,4
4.5,2.81,0.95,6.76,32,79.1,4
4.5,2.84,0.95,6.79,32,79,4
4.57,2.81,0.95,6.79,32,79.3,4
4.5,2.78,0.95,6.76,32,78.4,4
4.63,2.8,0.94,6.71,32,77.3,4
4.57,2.8,0.97,6.79,32,76.9,4
4.59,2.78,0.96,6.76,32,77.5,4
4.57,2.8,0.95,6.65,32,78,4
4.59,2.8,0.97,6.74,32,77.7,4
4.57,2.83,0.96,6.65,32,78.2,4
4.63,2.83,0.97,6.65,32,78.6,4
4.67,2.86,0.97,6.68,32,78.6,4
4.67,2.84,0.95,6.71,32,77.3,4
4.67,2.83,0.97,6.68,32,75.6,4
4.67,2.76,0.97,6.74,32,75.4,4
4.69,2.8,0.95,6.74,32,74.9,4
4.78,2.8,0.95,6.68,32,73.4,4
4.69,2.78,0.94,6.71,32,74.5,4
4.59,2.76,0.97,6.65,32,76.2,4
4.5,2.78,0.94,6.71,32,76.9,4
4.59,2.78,0.86,6.68,32,76.8,4
4.61,2.8,0.94,6.63,32,75.4,4
4.61,2.8,0.98,6.63,32,76,4
4.63,2.81,0.95,6.68,32.1,76.8,4
4.65,2.81,0.94,6.63,32,76.4,4
4.63,2.81,0.95,6.6,32.1,77.3,4
4.63,2.81,0.95,6.63,32,77.7,4
4.61,2.81,0.95,6.9,32.1,78.3,4
4.54,2.78,0.94,6.6,32.1,78.5,4
4.52,2.76,0.96,6.6,32.1,78.6,4
4.52,2.78,0.93,6.63,32.1,78.8,4
4.48,2.78,0.94,6.63,32.1,78.6,4
4.5,2.8,0.96,6.63,32.1,79.2,4
4.48,2.81,0.93,6.71,32.1,79.2,4
4.5,2.81,0.96,6.65,32.1,78.8,4
4.46,2.78,0.94,6.71,32.1,78.6,4
4.59,2.83,0.94,6.68,32.1,78.7,4
4.59,2.83,0.96,6.71,32.1,79.2,4
4.52,2.78,0.95,6.79,32.1,79.2,4
4.52,2.8,0.95,6.79,32.1,78.1,4
4.48,2.78,0.96,6.79,32.1,78.7,4
4.52,2.78,0.95,6.82,32.1,79,4
4.57,2.8,0.92,6.87,32.1,77.9,4
4.52,2.78,0.96,6.85,32.1,77.6,4
4.57,2.81,0.95,6.71,32.1,78.3,4
4.59,2.83,0.96,6.79,32.1,78.2,4
4.59,2.86,0.96,6.87,32.1,78.6,4
4.54,2.83,0.98,6.96,32.1,78.9,4
4.59,2.86,0.95,6.93,32.1,79.2,4
4.52,2.83,0.97,6.87,32.1,79.3,4
4.54,2.83,0.97,6.93,32.1,79.5,4
4.59,2.86,0.96,6.85,32.1,79.5,4
4.54,2.84,0.96,6.79,32.2,79.8,4
4.54,2.84,0.95,6.85,32.2,79.4,4
4.52,2.83,0.97,6.76,32.2,79.4,4
4.57,2.84,0.95,6.74,32.2,79.4,4
4.5,2.84,0.95,6.74,32.2,79.5,4
4.46,2.81,0.95,6.79,32.1,79.6,4
4.46,2.81,0.97,6.79,32.2,79.7,4
4.5,2.81,0.96,6.82,32.2,79.4,4
4.46,2.81,0.94,6.74,32.2,78.9,4
4.5,2.81,0.94,7.07,32.2,79.2,4
4.46,2.8,0.96,6.79,32.2,79.5,4
4.48,2.83,0.96,6.79,32.2,79.6,4
4.46,2.81,0.96,6.85,32.2,79.7,4
4.38,2.8,0.93,6.85,32.2,79.6,4
4.44,2.81,0.94,6.93,32.2,79.7,4
4.5,2.81,0.96,6.99,32.2,79.5,4
4.46,2.78,0.96,6.96,32.2,79.4,4
4.5,2.78,0.92,6.99,32.2,79.5,4
4.57,2.81,0.95,6.9,32.2,79.4,4
4.63,2.83,0.96,6.9,32.2,79.5,4
4.67,2.81,0.94,6.74,32.2,79.4,4
4.67,2.83,0.95,6.76,32.2,79.4,4
4.67,2.84,0.95,6.79,32.2,79.2,4
4.65,2.83,0.97,6.71,32.2,79.3,4
4.61,2.97,0.96,6.74,32.2,78.8,4
4.67,2.83,0.95,6.79,32.2,79,4
4.69,2.83,0.96,6.82,32.2,79.4,4
4.65,2.81,0.97,6.82,32.2,79.5,4
4.67,2.81,0.95,6.82,32.2,79.5,4
4.65,2.94,0.97,6.82,32.2,79.5,4
4.59,2.83,0.96,6.79,32.2,79.5,4
4.59,2.83,0.94,6.74,32.2,79.6,4
4.5,2.81,0.96,6.85,32.2,79.5,4
4.48,2.8,0.94,6.9,32.2,79.7,4
4.57,3.04,0.95,6.87,32.3,79.9,4
4.54,2.84,0.98,6.82,32.3,79.9,4
4.52,2.81,0.94,6.82,32.2,79.9,4
4.57,2.83,0.95,6.93,32.3,80,4
4.54,2.81,0.95,6.93,32.3,80.1,4
4.59,2.84,0.97,6.9,32.3,80.1,4
4.52,2.81,0.97,6.87,32.3,80.1,4
4.57,2.81,0.94,6.96,32.3,80,4
4.5,2.81,0.94,6.96,32.3,80.1,4
4.46,2.78,0.96,6.9,32.3,80.1,4
4.54,2.8,0.94,6.9,32.3,79.8,4
4.48,2.78,0.97,6.9,32.3,79.5,4
4.52,2.78,0.95,6.87,32.3,79.1,4
4.52,2.8,0.96,6.82,32.3,79.5,4
4.52,2.8,0.94,6.76,32.3,79.7,4
4.34,2.91,0.95,6.79,32.3,79.6,4
4.46,2.76,0.95,6.82,32.3,79.6,4
4.52,2.76,0.95,6.65,32.3,79.5,4
4.57,2.76,0.97,6.74,32.3,79.5,4
